PP	Condition	UrgeApp	Icon	Response	Correct
87	0	76	Facebook	Yes	1
87	0	76	iMessage	No	1
87	0	76	WhatsApp	Yes	1
87	0	76	Settings	Yes	1
87	0	76	E-Mail	No	1
87	0	76	Calculator	Yes	1
87	0	76	Twitter	No	1
87	0	76	Skype	No	1
87	0	76	Weather	Yes	1
87	0	76	Notes	Yes	1
87	0	76	Facebook Messenger	Yes	1
87	0	76	Netflix	No	1
87	0	76	Clock	Yes	1
87	0	76	Dropbox	No	1
87	0	76	Contacts	No	1
87	0	76	AppStore	No	1
87	0	76	Snapchat	Yes	1
87	0	76	Calendar	No	1
87	0	76	Instagram	Yes	1
88	0	22	AppStore	Yes	0
88	0	22	Instagram	Yes	1
88	0	22	Weather	No	0
88	0	22	Notes	No	0
88	0	22	Skype	Yes	0
88	0	22	iMessage	Yes	0
88	0	22	Spotify	Yes	0
88	0	22	Contacts	No	1
88	0	22	Settings	No	0
88	0	22	Facebook	Yes	1
88	0	22	Facebook Messenger	Yes	1
88	0	22	Calendar	No	1
88	0	22	E-Mail	No	1
88	0	22	Calculator	Yes	1
88	0	22	Clock	Yes	1
88	0	22	Twitter	No	1
88	0	22	Dropbox	No	1
88	0	22	Netflix	No	1
88	0	22	Snapchat	Yes	1
88	0	22	WhatsApp	Yes	1
89	0	20	Calculator	Yes	1
89	0	20	Facebook	Yes	1
89	0	20	Dropbox	No	1
89	0	20	Notes	No	0
89	0	20	Contacts	Yes	0
89	0	20	Twitter	Yes	0
89	0	20	Weather	No	0
89	0	20	Calendar	No	1
89	0	20	Facebook Messenger	Yes	1
89	0	20	Instagram	No	0
89	0	20	Snapchat	Yes	1
89	0	20	Skype	Yes	0
89	0	20	Clock	Yes	1
89	0	20	Netflix	No	1
89	0	20	WhatsApp	Yes	1
89	0	20	Settings	No	0
89	0	20	Spotify	No	1
89	0	20	iMessage	No	1
89	0	20	E-Mail	Yes	0
89	0	20	AppStore	No	1
90	0	17	Snapchat	Yes	1
90	0	17	Facebook	Yes	1
90	0	17	E-Mail	Yes	0
90	0	17	Skype	Yes	0
90	0	17	Calendar	No	1
90	0	17	iMessage	No	1
90	0	17	Calculator	No	0
90	0	17	WhatsApp	Yes	1
90	0	17	Weather	No	0
90	0	17	Dropbox	No	1
90	0	17	Facebook Messenger	Yes	1
90	0	17	Settings	No	0
90	0	17	Contacts	No	1
90	0	17	AppStore	No	1
90	0	17	Spotify	No	1
90	0	17	Netflix	No	1
90	0	17	Notes	No	0
90	0	17	Twitter	No	1
90	0	17	Clock	No	0
90	0	17	Instagram	Yes	1
91	0	51	E-Mail	No	1
91	0	51	Clock	Yes	1
91	0	51	Notes	Yes	1
91	0	51	Instagram	Yes	1
91	0	51	Weather	Yes	1
91	0	51	Twitter	No	1
91	0	51	Dropbox	No	1
91	0	51	WhatsApp	Yes	1
91	0	51	Facebook	Yes	1
91	0	51	Spotify	No	1
91	0	51	Settings	No	0
91	0	51	Contacts	No	1
91	0	51	Netflix	No	1
91	0	51	Snapchat	Yes	1
91	0	51	Facebook Messenger	Yes	1
91	0	51	Calendar	No	1
91	0	51	AppStore	No	1
91	0	51	Calculator	Yes	1
91	0	51	Skype	No	1
91	0	51	iMessage	No	1
92	1	25	Spotify	No	1
92	1	25	Notes	No	0
92	1	25	AppStore	No	1
92	1	25	Netflix	No	1
92	1	25	Facebook	No	0
92	1	25	Clock	No	0
92	1	25	Calendar	No	1
92	1	25	WhatsApp	No	0
92	1	25	Weather	No	0
92	1	25	E-Mail	No	1
92	1	25	Dropbox	No	1
92	1	25	Calculator	Yes	1
92	1	25	Snapchat	Yes	1
92	1	25	iMessage	No	1
92	1	25	Facebook Messenger	No	0
92	1	25	Instagram	No	0
92	1	25	Contacts	No	1
92	1	25	Skype	No	1
92	1	25	Twitter	No	1
92	1	25	Settings	No	0
93	1	64	Contacts	No	1
93	1	64	Calendar	No	1
93	1	64	Settings	No	0
93	1	64	Facebook	Yes	1
93	1	64	Spotify	No	1
93	1	64	Calculator	Yes	1
93	1	64	Notes	No	0
93	1	64	AppStore	No	1
93	1	64	Clock	Yes	1
93	1	64	Facebook Messenger	Yes	1
93	1	64	iMessage	Yes	0
93	1	64	Twitter	No	1
93	1	64	Dropbox	No	1
93	1	64	Skype	No	1
93	1	64	Snapchat	Yes	1
93	1	64	Netflix	No	1
93	1	64	E-Mail	Yes	0
93	1	64	Weather	No	0
93	1	64	WhatsApp	Yes	1
93	1	64	Instagram	Yes	1
94	1	68	E-Mail	Yes	0
94	1	68	WhatsApp	Yes	1
94	1	68	Skype	No	1
94	1	68	Settings	Yes	1
94	1	68	Calculator	Yes	1
94	1	68	Facebook Messenger	Yes	1
94	1	68	Clock	Yes	1
94	1	68	Dropbox	No	1
94	1	68	Spotify	Yes	0
94	1	68	AppStore	No	1
94	1	68	Instagram	Yes	1
94	1	68	Notes	Yes	1
94	1	68	Snapchat	Yes	1
94	1	68	Twitter	No	1
94	1	68	Netflix	No	1
94	1	68	Calendar	No	1
94	1	68	Weather	Yes	1
94	1	68	Contacts	No	1
94	1	68	Facebook	Yes	1
94	1	68	iMessage	No	1
95	0	35	Facebook	Yes	1
95	0	35	Dropbox	No	1
95	0	35	WhatsApp	Yes	1
95	0	35	Instagram	Yes	1
95	0	35	Snapchat	Yes	1
95	0	35	Clock	Yes	1
95	0	35	Spotify	No	1
95	0	35	Facebook Messenger	Yes	1
95	0	35	E-Mail	No	1
95	0	35	Notes	Yes	1
95	0	35	Contacts	No	1
95	0	35	iMessage	No	1
95	0	35	Netflix	No	1
95	0	35	Calendar	Yes	0
95	0	35	Settings	Yes	1
95	0	35	Calculator	No	0
95	0	35	Weather	Yes	1
95	0	35	Twitter	No	1
95	0	35	Skype	No	1
95	0	35	AppStore	No	1
96	1	62	WhatsApp	Yes	1
96	1	62	Spotify	No	1
96	1	62	Snapchat	Yes	1
96	1	62	Contacts	No	1
96	1	62	Notes	Yes	1
96	1	62	Facebook Messenger	Yes	1
96	1	62	iMessage	Yes	0
96	1	62	Netflix	No	1
96	1	62	Skype	No	1
96	1	62	Calendar	Yes	0
96	1	62	E-Mail	No	1
96	1	62	Calculator	Yes	1
96	1	62	Facebook	Yes	1
96	1	62	Dropbox	No	1
96	1	62	Settings	Yes	1
96	1	62	Clock	Yes	1
96	1	62	Instagram	Yes	1
96	1	62	AppStore	No	1
96	1	62	Twitter	No	1
96	1	62	Weather	Yes	1
97	0	69	Twitter	No	1
97	0	69	Facebook	Yes	1
97	0	69	Notes	Yes	1
97	0	69	iMessage	Yes	0
97	0	69	Netflix	No	1
97	0	69	Calendar	No	1
97	0	69	Calculator	Yes	1
97	0	69	Skype	No	1
97	0	69	Clock	Yes	1
97	0	69	Contacts	No	1
97	0	69	Dropbox	No	1
97	0	69	Weather	Yes	1
97	0	69	AppStore	No	1
97	0	69	Instagram	Yes	1
97	0	69	Settings	Yes	1
97	0	69	Facebook Messenger	Yes	1
97	0	69	E-Mail	No	1
97	0	69	WhatsApp	Yes	1
97	0	69	Snapchat	Yes	1
97	0	69	Spotify	No	1
98	1	34	iMessage	Yes	0
98	1	34	Calendar	Yes	0
98	1	34	Notes	Yes	1
98	1	34	Clock	Yes	1
98	1	34	WhatsApp	Yes	1
98	1	34	Facebook	Yes	1
98	1	34	Netflix	No	1
98	1	34	Twitter	No	1
98	1	34	Spotify	No	1
98	1	34	Calculator	Yes	1
98	1	34	Settings	Yes	1
98	1	34	AppStore	No	1
98	1	34	Snapchat	Yes	1
98	1	34	Contacts	No	1
98	1	34	E-Mail	No	1
98	1	34	Skype	No	1
98	1	34	Dropbox	No	1
98	1	34	Weather	Yes	1
98	1	34	Facebook Messenger	Yes	1
98	1	34	Instagram	Yes	1
99	0	7	Calendar	Yes	0
99	0	7	Skype	Yes	0
99	0	7	Settings	Yes	1
99	0	7	Calculator	No	0
99	0	7	Clock	Yes	1
99	0	7	E-Mail	Yes	0
99	0	7	WhatsApp	Yes	1
99	0	7	Spotify	No	1
99	0	7	Instagram	Yes	1
99	0	7	Twitter	No	1
99	0	7	Facebook	Yes	1
99	0	7	Netflix	No	1
99	0	7	Contacts	No	1
99	0	7	Facebook Messenger	Yes	1
99	0	7	Weather	Yes	1
99	0	7	AppStore	Yes	0
99	0	7	Dropbox	No	1
99	0	7	iMessage	No	1
99	0	7	Snapchat	Yes	1
99	0	7	Notes	Yes	1
100	0	21	Calculator	No	0
100	0	21	WhatsApp	Yes	1
100	0	21	E-Mail	No	1
100	0	21	Instagram	Yes	1
100	0	21	iMessage	Yes	0
100	0	21	Clock	Yes	1
100	0	21	Skype	No	1
100	0	21	Contacts	No	1
100	0	21	AppStore	No	1
100	0	21	Twitter	No	1
100	0	21	Notes	Yes	1
100	0	21	Calendar	No	1
100	0	21	Settings	Yes	1
100	0	21	Weather	No	0
100	0	21	Facebook	No	0
100	0	21	Spotify	No	1
100	0	21	Netflix	No	1
100	0	21	Dropbox	No	1
100	0	21	Snapchat	Yes	1
100	0	21	Facebook Messenger	Yes	1
101	0	61	iMessage	Yes	0
101	0	61	Notes	Yes	1
101	0	61	Calculator	No	0
101	0	61	E-Mail	No	1
101	0	61	Dropbox	No	1
101	0	61	Facebook	Yes	1
101	0	61	Skype	No	1
101	0	61	AppStore	No	1
101	0	61	Settings	No	0
101	0	61	Weather	Yes	1
101	0	61	Twitter	No	1
101	0	61	Facebook Messenger	Yes	1
101	0	61	Contacts	No	1
101	0	61	Snapchat	Yes	1
101	0	61	Netflix	No	1
101	0	61	WhatsApp	Yes	1
101	0	61	Clock	No	0
101	0	61	Instagram	Yes	1
101	0	61	Calendar	No	1
101	0	61	Spotify	No	1
102	1	6	Contacts	No	1
102	1	6	Instagram	Yes	1
102	1	6	Weather	No	0
102	1	6	Snapchat	Yes	1
102	1	6	Notes	No	0
102	1	6	Dropbox	No	1
102	1	6	Settings	Yes	1
102	1	6	iMessage	No	1
102	1	6	WhatsApp	Yes	1
102	1	6	Skype	No	1
102	1	6	AppStore	Yes	0
102	1	6	E-Mail	No	1
102	1	6	Facebook	Yes	1
102	1	6	Netflix	No	1
102	1	6	Calendar	Yes	0
102	1	6	Calculator	No	0
102	1	6	Twitter	No	1
102	1	6	Clock	Yes	1
102	1	6	Spotify	No	1
102	1	6	Facebook Messenger	No	0
103	0	38	Calculator	Yes	1
103	0	38	Facebook Messenger	Yes	1
103	0	38	Twitter	No	1
103	0	38	Notes	No	0
103	0	38	E-Mail	Yes	0
103	0	38	Settings	Yes	1
103	0	38	Facebook	Yes	1
103	0	38	Spotify	No	1
103	0	38	iMessage	No	1
103	0	38	Skype	No	1
103	0	38	Netflix	No	1
103	0	38	Weather	Yes	1
103	0	38	WhatsApp	Yes	1
103	0	38	Dropbox	No	1
103	0	38	Instagram	Yes	1
103	0	38	Clock	Yes	1
103	0	38	AppStore	Yes	0
103	0	38	Calendar	Yes	0
103	0	38	Contacts	No	1
103	0	38	Snapchat	Yes	1
104	1	43	Notes	Yes	1
104	1	43	AppStore	No	1
104	1	43	Calculator	Yes	1
104	1	43	Snapchat	Yes	1
104	1	43	E-Mail	No	1
104	1	43	Contacts	No	1
104	1	43	Facebook	Yes	1
104	1	43	iMessage	No	1
104	1	43	Twitter	No	1
104	1	43	Facebook Messenger	Yes	1
104	1	43	Spotify	No	1
104	1	43	Netflix	No	1
104	1	43	Dropbox	No	1
104	1	43	Weather	Yes	1
104	1	43	Instagram	Yes	1
104	1	43	Skype	No	1
104	1	43	Clock	Yes	1
104	1	43	Calendar	No	1
104	1	43	WhatsApp	Yes	1
104	1	43	Settings	Yes	1
105	1	75	Twitter	No	1
105	1	75	WhatsApp	Yes	1
105	1	75	Contacts	No	1
105	1	75	AppStore	No	1
105	1	75	Calendar	Yes	0
105	1	75	Dropbox	No	1
105	1	75	Snapchat	Yes	1
105	1	75	Facebook	Yes	1
105	1	75	Calculator	Yes	1
105	1	75	Clock	Yes	1
105	1	75	Facebook Messenger	No	0
105	1	75	E-Mail	Yes	0
105	1	75	Netflix	No	1
105	1	75	Skype	No	1
105	1	75	Instagram	Yes	1
105	1	75	Weather	Yes	1
105	1	75	Spotify	No	1
105	1	75	Settings	Yes	1
105	1	75	iMessage	No	1
105	1	75	Notes	Yes	1
106	0	74	Calculator	Yes	1
106	0	74	Calendar	Yes	0
106	0	74	Facebook	Yes	1
106	0	74	Snapchat	Yes	1
106	0	74	Weather	Yes	1
106	0	74	Facebook Messenger	No	0
106	0	74	WhatsApp	Yes	1
106	0	74	Notes	Yes	1
106	0	74	Twitter	No	1
106	0	74	AppStore	No	1
106	0	74	Skype	No	1
106	0	74	Netflix	No	1
106	0	74	iMessage	Yes	0
106	0	74	Clock	Yes	1
106	0	74	E-Mail	Yes	0
106	0	74	Settings	Yes	1
106	0	74	Contacts	No	1
106	0	74	Dropbox	No	1
106	0	74	Instagram	Yes	1
106	0	74	Spotify	No	1
107	1	65	WhatsApp	Yes	1
107	1	65	iMessage	No	1
107	1	65	Skype	No	1
107	1	65	Snapchat	Yes	1
107	1	65	AppStore	No	1
107	1	65	Weather	Yes	1
107	1	65	Dropbox	No	1
107	1	65	Twitter	No	1
107	1	65	Settings	Yes	1
107	1	65	Clock	Yes	1
107	1	65	Notes	Yes	1
107	1	65	Contacts	No	1
107	1	65	Facebook	Yes	1
107	1	65	E-Mail	No	1
107	1	65	Instagram	Yes	1
107	1	65	Facebook Messenger	Yes	1
107	1	65	Calendar	No	1
107	1	65	Spotify	No	1
107	1	65	Calculator	Yes	1
107	1	65	Netflix	No	1
108	0	17	Facebook Messenger	Yes	1
108	0	17	Contacts	No	1
108	0	17	E-Mail	No	1
108	0	17	Dropbox	No	1
108	0	17	Instagram	Yes	1
108	0	17	Weather	Yes	1
108	0	17	iMessage	No	1
108	0	17	Clock	Yes	1
108	0	17	Spotify	No	1
108	0	17	Skype	No	1
108	0	17	WhatsApp	Yes	1
108	0	17	AppStore	No	1
108	0	17	Notes	Yes	1
108	0	17	Settings	Yes	1
108	0	17	Calendar	No	1
108	0	17	Twitter	No	1
108	0	17	Netflix	No	1
108	0	17	Facebook	Yes	1
108	0	17	Calculator	Yes	1
108	0	17	Snapchat	Yes	1
109	0	38	iMessage	Yes	0
109	0	38	Calendar	Yes	0
109	0	38	Twitter	No	1
109	0	38	Weather	Yes	1
109	0	38	Settings	Yes	1
109	0	38	Spotify	No	1
109	0	38	E-Mail	Yes	0
109	0	38	Instagram	Yes	1
109	0	38	Contacts	No	1
109	0	38	Facebook Messenger	Yes	1
109	0	38	Calculator	No	0
109	0	38	Facebook	Yes	1
109	0	38	Clock	Yes	1
109	0	38	Snapchat	Yes	1
109	0	38	Notes	Yes	1
109	0	38	WhatsApp	Yes	1
109	0	38	AppStore	No	1
109	0	38	Netflix	No	1
109	0	38	Skype	No	1
109	0	38	Dropbox	No	1
110	1	28	Skype	No	1
110	1	28	Weather	Yes	1
110	1	28	Spotify	No	1
110	1	28	Settings	Yes	1
110	1	28	Calculator	Yes	1
110	1	28	Calendar	Yes	0
110	1	28	Netflix	No	1
110	1	28	Instagram	Yes	1
110	1	28	Snapchat	Yes	1
110	1	28	Facebook	Yes	1
110	1	28	Contacts	No	1
110	1	28	Dropbox	Yes	0
110	1	28	WhatsApp	Yes	1
110	1	28	E-Mail	Yes	0
110	1	28	Twitter	No	1
110	1	28	AppStore	No	1
110	1	28	Notes	No	0
110	1	28	iMessage	Yes	0
110	1	28	Clock	Yes	1
110	1	28	Facebook Messenger	Yes	1
111	0	6	Twitter	No	1
111	0	6	Facebook Messenger	Yes	1
111	0	6	Weather	Yes	1
111	0	6	iMessage	No	1
111	0	6	E-Mail	No	1
111	0	6	Snapchat	Yes	1
111	0	6	Skype	No	1
111	0	6	Contacts	No	1
111	0	6	Instagram	Yes	1
111	0	6	Netflix	No	1
111	0	6	Settings	Yes	1
111	0	6	Notes	Yes	1
111	0	6	AppStore	No	1
111	0	6	Facebook	Yes	1
111	0	6	Calculator	Yes	1
111	0	6	Clock	Yes	1
111	0	6	Calendar	No	1
111	0	6	WhatsApp	Yes	1
111	0	6	Spotify	No	1
111	0	6	Dropbox	No	1
112	1	28	Twitter	No	1
112	1	28	Netflix	No	1
112	1	28	Notes	Yes	1
112	1	28	Dropbox	No	1
112	1	28	iMessage	Yes	0
112	1	28	WhatsApp	Yes	1
112	1	28	Snapchat	Yes	1
112	1	28	Instagram	Yes	1
112	1	28	Calculator	Yes	1
112	1	28	E-Mail	No	1
112	1	28	Calendar	No	1
112	1	28	Facebook	No	0
112	1	28	Contacts	No	1
112	1	28	Facebook Messenger	Yes	1
112	1	28	Settings	Yes	1
112	1	28	Skype	No	1
112	1	28	Weather	No	0
112	1	28	Clock	Yes	1
112	1	28	Spotify	No	1
112	1	28	AppStore	No	1
113	1	62	Clock	Yes	1
113	1	62	Calendar	No	1
113	1	62	Dropbox	No	1
113	1	62	WhatsApp	Yes	1
113	1	62	Settings	Yes	1
113	1	62	Netflix	No	1
113	1	62	Instagram	Yes	1
113	1	62	Facebook Messenger	No	0
113	1	62	Facebook	Yes	1
113	1	62	Notes	Yes	1
113	1	62	Spotify	No	1
113	1	62	AppStore	No	1
113	1	62	iMessage	Yes	0
113	1	62	Twitter	No	1
113	1	62	Skype	No	1
113	1	62	E-Mail	No	1
113	1	62	Contacts	No	1
113	1	62	Snapchat	Yes	1
113	1	62	Calculator	Yes	1
113	1	62	Weather	No	0
114	1	61	Clock	Yes	1
114	1	61	Skype	Yes	0
114	1	61	Settings	No	0
114	1	61	Facebook	Yes	1
114	1	61	Snapchat	Yes	1
114	1	61	Dropbox	No	1
114	1	61	Calculator	Yes	1
114	1	61	WhatsApp	Yes	1
114	1	61	AppStore	No	1
114	1	61	Notes	No	0
114	1	61	Facebook Messenger	Yes	1
114	1	61	iMessage	No	1
114	1	61	Netflix	No	1
114	1	61	Spotify	No	1
114	1	61	Instagram	Yes	1
114	1	61	Calendar	Yes	0
114	1	61	E-Mail	No	1
114	1	61	Twitter	No	1
114	1	61	Contacts	No	1
114	1	61	Weather	Yes	1
115	1	53	Clock	No	0
115	1	53	Spotify	No	1
115	1	53	Netflix	No	1
115	1	53	Settings	Yes	1
115	1	53	WhatsApp	Yes	1
115	1	53	iMessage	No	1
115	1	53	Snapchat	Yes	1
115	1	53	Facebook Messenger	Yes	1
115	1	53	Dropbox	No	1
115	1	53	Notes	Yes	1
115	1	53	E-Mail	No	1
115	1	53	Calendar	Yes	0
115	1	53	AppStore	No	1
115	1	53	Instagram	Yes	1
115	1	53	Weather	Yes	1
115	1	53	Skype	No	1
115	1	53	Contacts	No	1
115	1	53	Facebook	No	0
115	1	53	Calculator	Yes	1
115	1	53	Twitter	No	1
116	0	5	Notes	Yes	1
116	0	5	Skype	No	1
116	0	5	Calculator	Yes	1
116	0	5	AppStore	No	1
116	0	5	Clock	Yes	1
116	0	5	Snapchat	Yes	1
116	0	5	iMessage	No	1
116	0	5	Facebook Messenger	Yes	1
116	0	5	Instagram	No	0
116	0	5	Dropbox	No	1
116	0	5	Settings	Yes	1
116	0	5	Contacts	No	1
116	0	5	E-Mail	No	1
116	0	5	Netflix	No	1
116	0	5	Facebook	Yes	1
116	0	5	Calendar	No	1
116	0	5	Spotify	No	1
116	0	5	WhatsApp	Yes	1
116	0	5	Twitter	No	1
116	0	5	Weather	Yes	1
117	1	17	Calendar	No	1
117	1	17	Instagram	Yes	1
117	1	17	Facebook Messenger	Yes	1
117	1	17	Twitter	Yes	0
117	1	17	Spotify	No	1
117	1	17	Skype	No	1
117	1	17	Facebook	Yes	1
117	1	17	iMessage	Yes	0
117	1	17	AppStore	No	1
117	1	17	E-Mail	No	1
117	1	17	WhatsApp	Yes	1
117	1	17	Calculator	Yes	1
117	1	17	Clock	No	0
117	1	17	Netflix	No	1
117	1	17	Dropbox	No	1
117	1	17	Notes	No	0
117	1	17	Snapchat	Yes	1
117	1	17	Weather	Yes	1
117	1	17	Contacts	No	1
117	1	17	Settings	No	0
118	1	56	Contacts	Yes	0
118	1	56	Twitter	No	1
118	1	56	Spotify	No	1
118	1	56	iMessage	No	1
118	1	56	Weather	Yes	1
118	1	56	Notes	Yes	1
118	1	56	Dropbox	No	1
118	1	56	Clock	Yes	1
118	1	56	Calculator	Yes	1
118	1	56	Instagram	Yes	1
118	1	56	Facebook Messenger	Yes	1
118	1	56	WhatsApp	Yes	1
118	1	56	AppStore	No	1
118	1	56	Skype	No	1
118	1	56	Snapchat	Yes	1
118	1	56	Settings	Yes	1
118	1	56	Facebook	Yes	1
118	1	56	Netflix	No	1
118	1	56	E-Mail	No	1
118	1	56	Calendar	No	1
119	0	62	Notes	Yes	1
119	0	62	AppStore	Yes	0
119	0	62	E-Mail	No	1
119	0	62	Settings	Yes	1
119	0	62	Contacts	No	1
119	0	62	Weather	No	0
119	0	62	Facebook	Yes	1
119	0	62	WhatsApp	Yes	1
119	0	62	Skype	No	1
119	0	62	Calendar	No	1
119	0	62	iMessage	No	1
119	0	62	Clock	Yes	1
119	0	62	Instagram	Yes	1
119	0	62	Twitter	No	1
119	0	62	Calculator	Yes	1
119	0	62	Facebook Messenger	Yes	1
119	0	62	Snapchat	Yes	1
119	0	62	Spotify	No	1
119	0	62	Netflix	No	1
119	0	62	Dropbox	No	1
120	0	30	Clock	Yes	1
120	0	30	Weather	Yes	1
120	0	30	Facebook	Yes	1
120	0	30	Calculator	Yes	1
120	0	30	AppStore	No	1
120	0	30	Twitter	No	1
120	0	30	Facebook Messenger	Yes	1
120	0	30	iMessage	No	1
120	0	30	Calendar	No	1
120	0	30	Dropbox	No	1
120	0	30	Notes	Yes	1
120	0	30	E-Mail	No	1
120	0	30	Snapchat	Yes	1
120	0	30	Instagram	Yes	1
120	0	30	Contacts	No	1
120	0	30	Spotify	No	1
120	0	30	Settings	Yes	1
120	0	30	WhatsApp	Yes	1
120	0	30	Netflix	No	1
120	0	30	Skype	No	1
